id_ticket,id_cliente,data_abertura,canal,categoria,texto_reclamacao,csat,nps
T000649,C01049,2025-07-03,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000650,C01050,2024-10-22,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000651,C01050,2023-10-19,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000652,C01053,2024-11-11,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,3
T000653,C01055,2023-09-06,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01055@exemplo.com.br.,4,3
T000654,C01058,2024-07-20,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,7
T000655,C01059,2024-01-26,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,6
T000656,C01060,2023-01-07,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",3,6
T000657,C01064,2023-11-12,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Oliveira!",5,10
T000658,C01064,2024-08-18,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01064@exemplo.com.br.,4,8
T000659,C01065,2023-08-12,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,6
T000660,C01067,2025-01-20,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,1,4
T000661,C01067,2024-05-08,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Carla Carvalho no telefone 21 3344-5566.,1,4
T000662,C01068,2023-02-06,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01068@exemplo.com.br.,3,7
T000663,C01069,2023-02-25,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000664,C01075,2024-03-27,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Henrique Oliveira!",3,9
T000665,C01075,2023-04-04,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,6
T000666,C01078,2024-11-18,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000667,C01081,2023-09-23,Telefone,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01081@exemplo.com.br.,2,5
T000668,C01081,2023-11-15,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,5
T000669,C01083,2023-01-15,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000670,C01083,2023-06-25,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Lucas Lima!",5,10
T000671,C01084,2023-04-10,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,6
T000672,C01084,2023-04-23,Email,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,2
T000673,C01086,2023-12-09,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,5
T000674,C01089,2025-04-18,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000675,C01092,2023-06-10,Telefone,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,3
T000676,C01092,2025-08-03,Email,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01092@exemplo.com.br e ainda não recebi retorno.",2,1
T000677,C01093,2023-02-02,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000678,C01093,2023-02-27,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01093@exemplo.com.br.,4,8
T000679,C01094,2023-05-02,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000680,C01094,2025-08-23,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,5
T000681,C01097,2024-06-26,Email,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com João Araújo no telefone 21 3344-5566.,1,4
T000682,C01097,2023-11-16,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01097@exemplo.com.br.,2,5
T000683,C01098,2024-01-22,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,6
T000684,C01100,2024-09-26,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000685,C01102,2025-07-18,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000686,C01102,2023-01-18,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Rafael Almeida!",5,8
T000687,C01103,2023-06-10,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000688,C01103,2025-07-16,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000689,C01111,2023-07-05,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,4
T000690,C01112,2023-01-27,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Sofia Santos!",4,7
T000691,C01112,2024-01-07,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000692,C01113,2023-01-02,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000693,C01115,2024-06-28,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,7
T000694,C01116,2023-04-16,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,7
T000695,C01116,2024-10-27,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Tiago Costa no telefone 21 3344-5566.,2,5
T000696,C01120,2025-02-15,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01120@exemplo.com.br e ainda não recebi retorno.",3,6
T000697,C01121,2024-03-05,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,9
T000698,C01121,2023-03-23,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,9
T000699,C01122,2025-01-01,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000700,C01124,2023-06-07,Chat,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,4
T000701,C01125,2023-09-12,Email,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com João Moraes no telefone 21 3344-5566.,1,2
T000702,C01125,2023-06-24,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com João Moraes no telefone 21 3344-5566.,1,2
T000703,C01126,2024-05-09,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000704,C01127,2023-04-25,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000705,C01128,2025-04-04,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01128@exemplo.com.br.,4,7
T000706,C01134,2025-03-02,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,8
T000707,C01134,2025-04-21,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000708,C01134,2025-08-11,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01134@exemplo.com.br.,3,7
T000709,C01141,2025-08-04,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01141@exemplo.com.br.,3,8
T000710,C01144,2024-12-22,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01144@exemplo.com.br e ainda não recebi retorno.",3,4
T000711,C01144,2024-08-25,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,4
T000712,C01144,2023-04-23,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,4
T000713,C01149,2025-05-06,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000714,C01151,2024-06-07,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000715,C01153,2025-04-24,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Carla Lima!",4,7
T000716,C01155,2023-12-18,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,8
T000717,C01157,2024-04-22,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01157@exemplo.com.br.,4,8
T000718,C01159,2024-09-07,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01159@exemplo.com.br.,4,8
T000719,C01159,2024-04-05,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,9
T000720,C01159,2023-04-12,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000721,C01163,2024-06-28,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01163@exemplo.com.br.,4,8
T000722,C01165,2023-08-06,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000723,C01166,2023-05-09,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000724,C01166,2023-09-24,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000725,C01166,2023-01-13,Chat,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,8
T000726,C01166,2025-01-05,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01166@exemplo.com.br e ainda não recebi retorno.",3,6
T000727,C01167,2024-02-26,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Elaine Carvalho!",5,10
T000728,C01168,2025-05-01,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,6
T000729,C01176,2023-02-08,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01176@exemplo.com.br e ainda não recebi retorno.",3,6
T000730,C01180,2023-05-01,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Tiago Carvalho no telefone 21 3344-5566.,3,3
T000731,C01180,2023-01-10,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000732,C01183,2023-02-25,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,6
T000733,C01183,2023-02-19,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01183@exemplo.com.br.,4,5
T000734,C01183,2023-01-10,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01183@exemplo.com.br e ainda não recebi retorno.",3,4
T000735,C01186,2024-05-04,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Cardoso!",5,6
T000736,C01188,2023-01-21,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01188@exemplo.com.br e ainda não recebi retorno.",3,6
T000737,C01189,2025-05-21,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Araújo!",5,10
T000738,C01191,2024-09-21,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,6
T000739,C01193,2024-02-21,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000740,C01202,2025-03-16,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000741,C01203,2023-03-16,Email,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Gabriela Souza no telefone 21 3344-5566.,3,6
T000742,C01206,2023-07-26,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000743,C01206,2024-12-17,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000744,C01207,2024-09-01,Chat,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000745,C01207,2024-07-17,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000746,C01209,2024-11-27,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000747,C01211,2023-11-28,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Karina Moraes!",5,10
T000748,C01212,2023-11-04,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Elaine Teixeira no telefone 21 3344-5566.,1,6
T000749,C01212,2023-01-15,Email,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,7
T000750,C01212,2023-11-24,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,8
T000751,C01215,2023-05-20,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01215@exemplo.com.br.,4,8
T000752,C01218,2023-09-05,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000753,C01218,2025-01-25,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000754,C01220,2023-04-10,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000755,C01221,2024-10-11,Telefone,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,6
T000756,C01227,2024-03-05,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01227@exemplo.com.br.,2,8
T000757,C01228,2024-05-10,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01228@exemplo.com.br e ainda não recebi retorno.",2,5
T000758,C01229,2025-02-27,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Teixeira!",5,10
T000759,C01231,2024-07-28,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000760,C01231,2023-11-25,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Paulo Gomes!",4,10
T000761,C01233,2024-04-12,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01233@exemplo.com.br e ainda não recebi retorno.",3,1
T000762,C01238,2025-03-10,Chat,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01238@exemplo.com.br e ainda não recebi retorno.",3,6
T000763,C01239,2023-10-25,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,10
T000764,C01240,2023-12-04,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000765,C01240,2024-09-13,Chat,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000766,C01241,2024-07-09,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,7
T000767,C01243,2023-02-08,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,7
T000768,C01243,2024-09-04,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,5
T000769,C01245,2024-02-13,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000770,C01245,2024-08-18,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Marina Rocha!",5,10
T000771,C01247,2023-12-03,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Nuno Oliveira!",5,8
T000772,C01249,2024-08-27,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000773,C01249,2025-07-06,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,8
T000774,C01257,2024-03-15,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,8
T000775,C01258,2024-07-23,Telefone,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Marina Silva no telefone 21 3344-5566.,3,6
T000776,C01260,2024-11-07,Email,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Gabriela Gomes!",5,10
T000777,C01260,2023-04-16,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01260@exemplo.com.br.,4,8
T000778,C01263,2024-03-02,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Elaine Carvalho no telefone 21 3344-5566.,3,6
T000779,C01264,2024-02-25,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,5
T000780,C01265,2023-12-05,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Felipe Martins no telefone 21 3344-5566.,1,6
T000781,C01265,2023-10-18,Email,Cancelamento,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,6
T000782,C01266,2023-05-04,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,9
T000783,C01267,2023-07-16,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,4
T000784,C01267,2023-02-22,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000785,C01268,2024-05-23,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01268@exemplo.com.br.,4,8
T000786,C01269,2023-08-24,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01269@exemplo.com.br.,4,5
T000787,C01271,2024-02-02,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,8
T000788,C01271,2023-08-06,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,8
T000789,C01273,2024-02-16,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01273@exemplo.com.br e ainda não recebi retorno.",2,5
T000790,C01273,2025-06-07,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",4,7
T000791,C01274,2023-10-15,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,3,6
T000792,C01275,2025-01-15,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T000793,C01276,2025-05-20,Chat,Cancelamento,Já pedi cancelamento e continuam cobrando. Falar com Rafael Carvalho no telefone 21 3344-5566.,3,6
T000794,C01276,2024-05-03,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000795,C01277,2024-08-10,Telefone,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,3
T000796,C01277,2023-04-12,Telefone,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,3
T000797,C01278,2024-06-08,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Bruno Santos no telefone 21 3344-5566.,3,3
T000798,C01278,2023-12-05,Email,Cancelamento,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,2,3
T000799,C01279,2023-10-05,Email,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01279@exemplo.com.br e ainda não recebi retorno.",2,3
T000800,C01279,2023-08-19,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Henrique Silva!",4,6
T000801,C01282,2025-06-18,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,2,4
T000802,C01283,2024-03-13,Chat,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,8
T000803,C01283,2024-06-06,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,9
T000804,C01286,2023-01-16,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,6
T000805,C01287,2024-10-15,Email,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01287@exemplo.com.br.,4,6
T000806,C01289,2024-03-04,Chat,Cobrança,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,5
T000807,C01290,2023-03-08,Telefone,Técnico,Já pedi cancelamento e continuam cobrando. Falar com João Oliveira no telefone 21 3344-5566.,3,3
T000808,C01290,2023-02-20,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,4
T000809,C01294,2024-08-01,Email,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000810,C01295,2023-04-25,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",4,9
T000811,C01298,2025-04-11,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000812,C01299,2025-02-08,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01299@exemplo.com.br.,4,7
T000813,C01301,2023-06-01,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Henrique Lima!",5,7
T000814,C01301,2024-10-28,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01301@exemplo.com.br.,4,6
T000815,C01306,2023-01-03,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T000816,C01310,2023-07-14,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000817,C01313,2023-03-21,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Lucas Araújo no telefone 21 3344-5566.,2,3
T000818,C01313,2023-06-01,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,6
T000819,C01314,2023-04-02,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",3,5
T000820,C01316,2023-06-03,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Felipe Santos!",4,6
T000821,C01316,2024-01-17,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01316@exemplo.com.br e ainda não recebi retorno.",3,2
T000822,C01320,2025-03-07,Email,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,4
T000823,C01321,2023-12-09,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,10
T000824,C01322,2023-04-17,Telefone,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,4
T000825,C01323,2025-03-08,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000826,C01323,2023-07-04,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01323@exemplo.com.br e ainda não recebi retorno.",3,6
T000827,C01327,2023-05-22,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01327@exemplo.com.br e ainda não recebi retorno.",2,1
T000828,C01327,2023-03-14,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,2,3
T000829,C01331,2025-08-24,Chat,Técnico,Já pedi cancelamento e continuam cobrando. Falar com Isabela Barbosa no telefone 21 3344-5566.,1,3
T000830,C01331,2024-06-05,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01331@exemplo.com.br.,2,4
T000831,C01332,2025-01-24,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000832,C01333,2023-07-06,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,8
T000833,C01334,2023-11-12,Telefone,Técnico,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,5
T000834,C01334,2023-01-07,Chat,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01334@exemplo.com.br.,2,6
T000835,C01339,2025-04-25,Telefone,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01339@exemplo.com.br e ainda não recebi retorno.",3,6
T000836,C01339,2023-09-24,Chat,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000837,C01340,2023-12-27,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01340@exemplo.com.br.,3,7
T000838,C01343,2023-01-17,Email,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,3,7
T000839,C01352,2024-04-14,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,10
T000840,C01353,2024-07-17,Chat,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000841,C01357,2023-09-07,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",3,10
T000842,C01357,2024-02-18,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",2,8
T000843,C01359,2024-06-05,Chat,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Olívia Araújo!",5,9
T000844,C01359,2024-09-06,Email,Cobrança,Como faço para alterar meu plano? Podem me contatar no c01359@exemplo.com.br.,4,8
T000845,C01360,2024-11-03,Telefone,Dúvida,"Estou satisfeito com o serviço, tudo funcionando bem.",5,8
T000846,C01361,2025-07-18,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,6
T000847,C01362,2023-02-01,Chat,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01362@exemplo.com.br e ainda não recebi retorno.",1,3
T000848,C01362,2023-02-24,Chat,Cobrança,Péssimo atendimento. Se não resolverem vou cancelar e migrar para o concorrente.,1,3
T000849,C01363,2023-08-08,Email,Técnico,Estou muito insatisfeito. Liguei várias vezes para (11) 98765-4321 e ninguém resolve meu problema.,3,4
T000850,C01363,2024-03-04,Email,Cobrança,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,5
T000851,C01366,2023-04-28,Email,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,9
T000852,C01377,2023-07-08,Telefone,Dúvida,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000853,C01378,2024-08-23,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01378@exemplo.com.br e ainda não recebi retorno.",1,4
T000854,C01379,2025-01-03,Telefone,Dúvida,"Muito bom o suporte de vocês, parabéns pela equipe.",5,8
T000855,C01384,2023-12-09,Telefone,Cobrança,"Preciso atualizar meus dados cadastrais, meu telefone é (31) 99888-7777.",4,8
T000856,C01385,2023-05-04,Email,Técnico,"Serviço caindo toda hora, um absurdo. Meu email é c01385@exemplo.com.br e ainda não recebi retorno.",1,5
T000857,C01386,2023-07-03,Telefone,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01386@exemplo.com.br.,4,6
T000858,C01390,2024-03-21,Chat,Dúvida,Gostaria de tirar uma dúvida sobre a minha fatura deste mês.,4,4
T000859,C01390,2023-12-03,Telefone,Cancelamento,"Serviço caindo toda hora, um absurdo. Meu email é c01390@exemplo.com.br e ainda não recebi retorno.",3,3
T000860,C01391,2024-09-28,Chat,Dúvida,Como faço para alterar meu plano? Podem me contatar no c01391@exemplo.com.br.,4,5
T000861,C01393,2023-11-01,Telefone,Cobrança,"Serviço caindo toda hora, um absurdo. Meu email é c01393@exemplo.com.br e ainda não recebi retorno.",2,6
T000862,C01395,2025-03-11,Telefone,Dúvida,"Atendimento excelente, resolveram meu problema rapidamente. Obrigado, Diego Gomes!",5,10
T000863,C01395,2024-09-25,Email,Cobrança,Já pedi cancelamento e continuam cobrando. Falar com Diego Gomes no telefone 21 3344-5566.,3,6
